link_id,Node1           ,Node2           
 PIPE_20864      ,A1582           ,A1920           
 PIPE_18237      ,A2466           ,AD10399-01-01   
 PIPE_24810      ,A1922           ,A1923           
 PIPE_21993      ,A580            ,A1924           
 PIPE_19039      ,A1297           ,A431            
 PIPE_18608      ,A1925           ,A1297           
 PIPE_23398      ,A1200           ,A1926           
 PIPE_24877      ,A1927           ,A1928           
 PIPE_24055      ,A1930           ,A1931           
 PIPE_19730      ,A1932           ,A1933           
 PIPE_18367      ,A1935           ,A1936           
 PIPE_21168      ,A1936           ,A1937           
 PIPE_24633      ,A1308           ,A1307           
 PIPE_20219      ,A1939           ,A1938           
 PIPE_25098      ,A1312           ,A595            
 PIPE_18251      ,A1313           ,A1940           
 PIPE_19135      ,A597            ,A1312           
 PIPE_21643      ,A1941           ,A598            
 PIPE_21141      ,A1941           ,AD10103-01-01   
 PIPE_18263      ,A1860           ,A1943           
 PIPE_19714      ,A1944           ,A1945           
 PIPE_30750      ,A1946           ,A1947           
 PIPE_23716      ,A607            ,AD11016-02-02   
 PIPE_19067      ,A1949           ,AD10333-02      
 PIPE_28941      ,AD11565-01-01   ,A2134           
 PIPE_28920      ,A2489           ,A1952           
 PIPE_22574      ,A1953           ,A3511           
 PIPE_20678      ,A1699           ,A1954           
 PIPE_20995      ,A1955           ,AD10340-01-01   
 PIPE_22505      ,A144            ,AD10058-02-01   
 PIPE_22701      ,A973            ,A620            
 PIPE_24864      ,A1329           ,AD10062-08-01   
 PIPE_17579      ,A1956           ,A1095           
 PIPE_23402      ,A140            ,A1959           
 PIPE_17902      ,A1960           ,A1961           
 PIPE_28405      ,A1962           ,A1379           
 PIPE_26125      ,A1429           ,A2045           
 PIPE_26481      ,A1330           ,A1964           
 PIPE_19400      ,A1966           ,A1967           
 PIPE_18834      ,A632            ,A1332           
 PIPE_23118      ,A334            ,A1969           
 PIPE_25331      ,A637            ,AD10083-05-01   
 PIPE_18920      ,A1522           ,A1970           
 PIPE_25013      ,A2904           ,AD10263-01-01   
 PIPE_24545      ,A1974           ,A1972           
 PIPE_23243      ,A1973           ,A3256           
 PIPE_25222      ,A1137           ,A1974           
 PIPE_24148      ,A586            ,AD10408-02-01   
 PIPE_19525      ,A1827           ,A650            
 PIPE_19918      ,A1347           ,AD10145-01-01   
 PIPE_25218      ,A1978           ,A1348           
 PIPE_24537      ,A3355           ,A1349           
 PIPE_18722      ,A1979           ,AD10144-02-01   
 PIPE_17769      ,A2642           ,AD10077-04-01   
 PIPE_19170      ,A664            ,A1561           
 PIPE_30306      ,A1982           ,A1983           
 PIPE_15693      ,A1984           ,A1985           
 PIPE_24534      ,A2509           ,AD10149-01-01   
 PIPE_22097      ,A1015           ,A1991           
 PIPE_20787      ,A1992           ,A1993           
 PIPE_24245      ,A1358           ,A1994           
 PIPE_23418      ,A684            ,AD10055-02-01   
 PIPE_26495      ,A1363           ,A1996           
 PIPE_21689      ,A928            ,A1997           
 PIPE_31494      ,A1998           ,A1999           
 PIPE_27319      ,A3531           ,A2000           
 PIPE_25018      ,A2004           ,A2005           
 PIPE_24684      ,A1372           ,A2004           
 PIPE_19224      ,A2524           ,A2006           
 PIPE_19889      ,A2007           ,A2008           
 PIPE_24554      ,A2009           ,A2010           
 PIPE_18041      ,A2011           ,AD10881-01-01   
 PIPE_24212      ,A2012           ,A2011           
 PIPE_18437      ,A2013           ,A2014           
 PIPE_22774      ,A703            ,A2679           
 PIPE_22928      ,A2015           ,A2016           
 PIPE_29062      ,A2017           ,A2839           
 PIPE_17860      ,A2018           ,A123            
 PIPE_26573      ,A2019           ,AD11188-02-01   
 PIPE_19797      ,A2640           ,AD10001-01-01   
 PIPE_28479      ,A827            ,A2022           
 PIPE_29930      ,A2024           ,A1472           
 PIPE_22686      ,A427            ,A1380           
 PIPE_27026      ,A1383           ,A713            
 PIPE_25221      ,A2026           ,AD11190-01-01   
 PIPE_26094      ,A2541           ,AD11429-01-01   
 PIPE_26140      ,A2540           ,A1387           
 PIPE_31684      ,A2030           ,A2031           
 PIPE_23647      ,A2032           ,A304            
 PIPE_20232      ,A2033           ,A2034           
 PIPE_23909      ,A2036           ,A2033           
 PIPE_27407      ,A2038           ,A925            
 PIPE_19014      ,A1395           ,AD10292-01-01   
 PIPE_23485      ,A79             ,AD10106-03-01   
 PIPE_31482      ,A314            ,A2041           
 PIPE_31459      ,A160            ,A314            
 PIPE_30226      ,A2042           ,A3544           
 PIPE_20017      ,A2045           ,A2046           
 PIPE_31511      ,A737            ,A2047           
 PIPE_31564      ,A2049           ,AD11757-01-01   
 PIPE_31612      ,A758            ,A2049           
 PIPE_30116      ,A1502           ,A2949           
 PIPE_29919      ,A3304           ,AD11599-01-01   
 PIPE_28391      ,A1430           ,AD11546         
 PIPE_31627      ,A752            ,A3305           
 PIPE_26476      ,A756            ,A2056           
 PIPE_31671      ,A2975           ,A1432           
 PIPE_29932      ,A2057           ,A2024           
 PIPE_18276      ,A3312           ,AD10443-01-01   
 PIPE_21090      ,AD10125-03-01   ,A2060           
 PIPE_31310      ,A1775           ,A763            
 PIPE_17599      ,A1444           ,AD10404-02-01   
 PIPE_30806      ,A2063           ,A207            
 PIPE_31960      ,A2064           ,A3323           
 PIPE_30200      ,A2065           ,AD11594-02-01   
 PIPE_29218      ,A2573           ,A1451           
 PIPE_31765      ,A2066           ,A1457           
 PIPE_31742      ,A1457           ,A2993           
 PIPE_28689      ,A1458           ,AD11610-01-01   
 PIPE_28690      ,A1458           ,A2067           
 PIPE_28639      ,A1460           ,A2069           
 PIPE_28663      ,A2070           ,A3557           
 PIPE_28664      ,A2588           ,AD11613-01-01   
 PIPE_28652      ,A2073           ,AD11612-01-01   
 PIPE_28648      ,A2073           ,A785            
 PIPE_28801      ,A785            ,A2074           
 PIPE_30596      ,A1472           ,AD11666-01-01   
 PIPE_31964      ,A2077           ,A1474           
 PIPE_31803      ,A2078           ,A793            
 PIPE_25671      ,A1225           ,A2079           
 PIPE_28945      ,A1479           ,A2080           
 PIPE_19148      ,A102            ,A2081           
 PIPE_28266      ,A2082           ,A2083           
 PIPE_28322      ,A2083           ,A810            
 PIPE_28423      ,A1487           ,A1485           
 PIPE_28417      ,AD11486-01-01   ,A1486           
 PIPE_28494      ,A2085           ,A2086           
 PIPE_28251      ,AD11655         ,A821            
 PIPE_28495      ,A825            ,A820            
 PIPE_28248      ,AD11615-01-01   ,A824            
 PIPE_28556      ,A3010           ,A2089           
 PIPE_28466      ,A1493           ,AD11499-01-01   
 PIPE_28569      ,A1378           ,A2091           
 PIPE_23927      ,A669            ,A2092           
 PIPE_18485      ,A191            ,A2093           
 PIPE_20501      ,A1498           ,A2095           
 PIPE_23593      ,A1499           ,AD10244-01-01   
 PIPE_21666      ,A2099           ,A2100           
 PIPE_23210      ,A2102           ,A1351           
 PIPE_31174      ,A1482           ,AD11788         
 PIPE_31024      ,A2107           ,AD11717-01-01   
 PIPE_30154      ,A1510           ,A837            
 PIPE_23412      ,A940            ,A2109           
 PIPE_27264      ,A804            ,AD10206-01-01   
 PIPE_23493      ,A2111           ,A844            
 PIPE_18619      ,A2112           ,A2113           
 PIPE_21991      ,A1629           ,A2115           
 PIPE_18260      ,A2116           ,A2117           
 PIPE_23431      ,A1518           ,A2119           
 PIPE_18758      ,A108            ,A2120           
 PIPE_18982      ,A2121           ,A2122           
 PIPE_20292      ,A111            ,A2124           
 PIPE_25315      ,A2126           ,A2127           
 PIPE_19216      ,A23             ,A266            
 PIPE_19416      ,A2631           ,AD10127-02-01   
 PIPE_23198      ,A2129           ,A24             
 PIPE_19079      ,A1530           ,AD10322-01-01   
 PIPE_18478      ,A2131           ,A1039           
 PIPE_21668      ,A2131           ,A2132           
 PIPE_28938      ,A2133           ,A2134           
 PIPE_24655      ,A1531           ,A31             
 PIPE_29490      ,A2137           ,A2131           
 PIPE_20066      ,A2138           ,A2137           
 PIPE_21064      ,A1830           ,A2139           
 PIPE_23122      ,A1177           ,A2141           
 PIPE_26300      ,A2142           ,A2143           
 PIPE_18884      ,A2014           ,A2144           
 PIPE_25599      ,A2145           ,A1376           
 PIPE_20979      ,A2146           ,A2147           
 PIPE_27418      ,A3277           ,A1535           
 PIPE_29209      ,A1618           ,A2142           
 PIPE_25069      ,A1539           ,A2148           
 PIPE_23731      ,A2149           ,A2641           
 PIPE_20114      ,A1548           ,AD10124-01-01   
 PIPE_27396      ,A2093           ,AD10064-04-01   
 PIPE_26198      ,A885            ,AD11275         
 PIPE_20618      ,A2154           ,A2155           
 PIPE_24740      ,A891            ,A2216           
 PIPE_18772      ,A898            ,A2158           
 PIPE_21924      ,A682            ,A902            
 PIPE_18178      ,A2160           ,A2161           
 PIPE_20207      ,A903            ,A2163           
 PIPE_28682      ,A2164           ,A2165           
 PIPE_30876      ,A415            ,A1385           
 PIPE_24544      ,A1819           ,A2166           
 PIPE_20608      ,A2168           ,A3054           
 PIPE_22333      ,A2035           ,A922            
 PIPE_21307      ,A2660           ,A1578           
 PIPE_19056      ,A95             ,A1581           
 PIPE_19898      ,A1139           ,A1584           
 PIPE_21129      ,A935            ,A2170           
 PIPE_24327      ,A2170           ,A1590           
 PIPE_21063      ,A2171           ,A2172           
 PIPE_23258      ,A104            ,A2173           
 PIPE_23017      ,A2173           ,A2174           
 PIPE_23311      ,A1553           ,A943            
 PIPE_23835      ,A2177           ,A2175           
 PIPE_24235      ,A1514           ,A2176           
 PIPE_27245      ,A1598           ,AD10164-01-01   
 PIPE_21142      ,A2179           ,AGPINC          
 PIPE_23673      ,A1303           ,A2181           
 PIPE_24549      ,A1340           ,A2182           
 PIPE_23671      ,A947            ,A1858           
 PIPE_22367      ,A2122           ,A2183           
 PIPE_26411      ,A1605           ,A2184           
 PIPE_21985      ,A2185           ,A2186           
 PIPE_18285      ,A1607           ,A1015           
 PIPE_24589      ,A1609           ,A952            
 PIPE_22626      ,A546            ,AD10132-01-01   
 PIPE_21946      ,A122            ,AD10330-01-01   
 PIPE_31906      ,A3068           ,A2189           
 PIPE_31920      ,A2189           ,A661            
 PIPE_30309      ,A2190           ,A2191           
 PIPE_19761      ,A2192           ,A1616           
 PIPE_20168      ,A247            ,A2007           
 PIPE_22786      ,A1628           ,A962            
 PIPE_22305      ,A625            ,A965            
 PIPE_24542      ,A2196           ,A306            
 PIPE_20558      ,A2691           ,AD10427-01-01   
 PIPE_22541      ,A1638           ,A2198           
 PIPE_17796      ,A2199           ,AD10070-01-01   
 PIPE_22962      ,A146            ,A969            
 PIPE_18891      ,A968            ,A975            
 PIPE_24434      ,A148            ,A2200           
 PIPE_26310      ,A1862           ,A2201           
 PIPE_19785      ,A2202           ,A2203           
 PIPE_26915      ,A2204           ,A2205           
 PIPE_20872      ,A2206           ,A1643           
 PIPE_21711      ,A2576           ,AD10141-01-01   
 PIPE_18331      ,A155            ,A2208           
 PIPE_15524      ,A2209           ,AD10126-03      
